"productkey","productcode","productname","manufacturer","brand","color","weightunit","weight","cost","price","categorykey","categoryname","subcategorykey","subcategoryname"
2059,803077,"Contoso Microwave 0.9CuFt E0090 White","Contoso, Ltd","Contoso","White","pounds","26","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2060,803078,"Contoso Microwave 0.8CuFt E0080 White","Contoso, Ltd","Contoso","White","pounds","26","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2061,803079,"Contoso Microwave 1.5CuFt X0110 Silver","Contoso, Ltd","Contoso","Silver","pounds","40","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2062,803080,"Contoso Microwave 2.2CuFt M0125 Silver","Contoso, Ltd","Contoso","Silver","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2063,803081,"Contoso Microwave 1.6CuFt M0125 Silver","Contoso, Ltd","Contoso","Silver","pounds","37","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2064,803082,"Contoso Microwave 1.0CuFt E0110 Silver","Contoso, Ltd","Contoso","Silver","pounds","39","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2065,803083,"Contoso Microwave 0.9CuFt E0090 Silver","Contoso, Ltd","Contoso","Silver","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2066,803084,"Contoso Microwave 0.8CuFt E0080 Silver","Contoso, Ltd","Contoso","Silver","pounds","41","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2067,803085,"Contoso Microwave 1.5CuFt X0110 Grey","Contoso, Ltd","Contoso","Grey","pounds","26","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2068,803086,"Contoso Microwave 2.2CuFt M0125 Grey","Contoso, Ltd","Contoso","Grey","pounds","26","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2069,803087,"Contoso Microwave 2.2CuFt M0126 Grey","Contoso, Ltd","Contoso","Grey","pounds","40","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2070,803088,"Contoso Microwave 1.0CuFt E0110 Grey","Contoso, Ltd","Contoso","Grey","pounds","37","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2071,803089,"Contoso Microwave 0.9CuFt E0090 Grey","Contoso, Ltd","Contoso","Grey","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2072,803090,"Contoso Microwave 0.8CuFt E0080 Grey","Contoso, Ltd","Contoso","Grey","pounds","39","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2073,803091,"Contoso Microwave 1.5CuFt X0110 Red","Contoso, Ltd","Contoso","Red","pounds","37","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2074,803092,"Contoso Microwave 2.2CuFt M0125 Red","Contoso, Ltd","Contoso","Red","pounds","55","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2075,803093,"Contoso Microwave 1.6CuFt M0125 Red","Contoso, Ltd","Contoso","Red","pounds","41","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2076,803094,"Contoso Microwave 1.0CuFt E0110 Red","Contoso, Ltd","Contoso","Red","pounds","26","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2077,803095,"Contoso Microwave 0.9CuFt E0090 Red","Contoso, Ltd","Contoso","Red","pounds","26","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2078,803096,"Contoso Microwave 0.8CuFt E0080 Red","Contoso, Ltd","Contoso","Red","pounds","40","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2079,803097,"Contoso Microwave 1.5CuFt X0110 Black","Contoso, Ltd","Contoso","Black","pounds","37","220.64","665.94",8,"Home Appliances",803,"Microwaves"
2080,803098,"Contoso Microwave 2.2CuFt M0125 Black","Contoso, Ltd","Contoso","Black","pounds","37","91.97","199.99",8,"Home Appliances",803,"Microwaves"
2081,803099,"Contoso Microwave 1.6CuFt M0125 Black","Contoso, Ltd","Contoso","Black","pounds","39","82.77","179.99",8,"Home Appliances",803,"Microwaves"
2082,803100,"Contoso Microwave 1.0CuFt E0110 Black","Contoso, Ltd","Contoso","Black","pounds","37","71.37","139.99",8,"Home Appliances",803,"Microwaves"
2083,803101,"Contoso Microwave 0.9CuFt E0090 Black","Contoso, Ltd","Contoso","Black","pounds","37","50.98","99.99",8,"Home Appliances",803,"Microwaves"
2084,803102,"Contoso Microwave 0.8CuFt E0080 Black","Contoso, Ltd","Contoso","Black","pounds","37","48.43","94.99",8,"Home Appliances",803,"Microwaves"
2085,804001,"Contoso Water Heater 7.2GPM X1800 White","Contoso, Ltd","Contoso ","White","pounds","22","488.7","1475",8,"Home Appliances",804,"Water Heaters"
2086,804002,"Contoso Water Heater 4.3GPM M1250 White","Contoso, Ltd","Contoso ","White","pounds","5.5","403.53","877.5",8,"Home Appliances",804,"Water Heaters"
2087,804003,"Contoso Water Heater 4.0GPM M1250 White","Contoso, Ltd","Contoso ","White","pounds","25","363.75","791",8,"Home Appliances",804,"Water Heaters"
2088,804004,"Contoso Water Heater 2.6GPM E0900 White","Contoso, Ltd","Contoso ","White","pounds","23.6","258.99","508",8,"Home Appliances",804,"Water Heaters"
2089,804005,"Contoso Water Heater 1.5GPM E0800 White","Contoso, Ltd","Contoso ","White","pounds","8.3","131.28","257.5",8,"Home Appliances",804,"Water Heaters"
2090,804006,"Contoso Water Heater 7.2GPM X1800 Blue","Contoso, Ltd","Contoso ","Blue","pounds","25","488.7","1475",8,"Home Appliances",804,"Water Heaters"
2091,804007,"Contoso Water Heater 4.3GPM M1250 Blue","Contoso, Ltd","Contoso ","Blue","pounds","23","403.53","877.5",8,"Home Appliances",804,"Water Heaters"
2092,804008,"Contoso Water Heater 4.0GPM M1250 Blue","Contoso, Ltd","Contoso ","Blue","pounds","11","363.75","791",8,"Home Appliances",804,"Water Heaters"
2093,804009,"Contoso Water Heater 2.6GPM E0900 Blue","Contoso, Ltd","Contoso ","Blue","pounds","3.4","258.99","508",8,"Home Appliances",804,"Water Heaters"
2094,804010,"Contoso Water Heater 1.5GPM E0800 Blue","Contoso, Ltd","Contoso ","Blue","pounds","33","131.28","257.5",8,"Home Appliances",804,"Water Heaters"
2095,804011,"Contoso Water Heater 7.2GPM X1800 Green","Contoso, Ltd","Contoso ","Green","pounds","4.9","488.7","1475",8,"Home Appliances",804,"Water Heaters"
2096,804012,"Contoso Water Heater 4.3GPM M1250 Green","Contoso, Ltd","Contoso ","Green","pounds","5","403.53","877.5",8,"Home Appliances",804,"Water Heaters"
2097,804013,"Contoso Water Heater 4.0GPM M1250 Green","Contoso, Ltd","Contoso ","Green","pounds","16.8","363.75","791",8,"Home Appliances",804,"Water Heaters"
2098,804014,"Contoso Water Heater 2.6GPM E0900 Green","Contoso, Ltd","Contoso ","Green","pounds","22.2","258.99","508",8,"Home Appliances",804,"Water Heaters"
2099,804015,"Contoso Water Heater 1.5GPM E0800 Green","Contoso, Ltd","Contoso ","Green","pounds","16.8","131.28","257.5",8,"Home Appliances",804,"Water Heaters"
2100,804016,"Contoso Water Heater 7.2GPM X1800 Silver","Contoso, Ltd","Contoso ","Silver","pounds","14.1","488.7","1475",8,"Home Appliances",804,"Water Heaters"
2101,804017,"Contoso Water Heater 4.3GPM M1250 Silver","Contoso, Ltd","Contoso ","Silver","pounds","14.3","403.53","877.5",8,"Home Appliances",804,"Water Heaters"
2102,804018,"Contoso Water Heater 4.0GPM M1250 Silver","Contoso, Ltd","Contoso ","Silver","pounds","19.8","363.75","791",8,"Home Appliances",804,"Water Heaters"
2103,804019,"Contoso Water Heater 2.6GPM E0900 Silver","Contoso, Ltd","Contoso ","Silver","pounds","19.8","258.99","508",8,"Home Appliances",804,"Water Heaters"
2104,804020,"Contoso Water Heater 1.5GPM E0800 Silver","Contoso, Ltd","Contoso ","Silver","pounds","14.1","131.28","257.5",8,"Home Appliances",804,"Water Heaters"
2105,804021,"Contoso Water Heater 7.2GPM X1800 Grey","Contoso, Ltd","Contoso ","Grey","pounds","29","488.7","1475",8,"Home Appliances",804,"Water Heaters"
2106,804022,"Contoso Water Heater 4.3GPM M1250 Grey","Contoso, Ltd","Contoso ","Grey","pounds","36","403.53","877.5",8,"Home Appliances",804,"Water Heaters"
2107,804023,"Contoso Water Heater 4.0GPM M1250 Grey","Contoso, Ltd","Contoso ","Grey","pounds","14.3","363.75","791",8,"Home Appliances",804,"Water Heaters"
2108,804024,"Contoso Water Heater 2.6GPM E0900 Grey","Contoso, Ltd","Contoso ","Grey","pounds","12.3","258.99","508",8,"Home Appliances",804,"Water Heaters"
2109,804025,"Contoso Water Heater 1.5GPM E0800 Grey","Contoso, Ltd","Contoso ","Grey","pounds","25.3","131.28","257.5",8,"Home Appliances",804,"Water Heaters"
2110,804026,"Contoso Water Heater 7.2GPM X1800 Red","Contoso, Ltd","Contoso ","Red","pounds","24","488.7","1475",8,"Home Appliances",804,"Water Heaters"
2111,804027,"Contoso Water Heater 4.3GPM M1250 Red","Contoso, Ltd","Contoso ","Red","pounds","25","403.53","877.5",8,"Home Appliances",804,"Water Heaters"
2112,804028,"Contoso Water Heater 4.0GPM M1250 Red","Contoso, Ltd","Contoso ","Red","pounds","95","363.75","791",8,"Home Appliances",804,"Water Heaters"
2113,804029,"Contoso Water Heater 2.6GPM E0900 Red","Contoso, Ltd","Contoso ","Red","pounds","30.1","258.99","508",8,"Home Appliances",804,"Water Heaters"
2114,804030,"Contoso Water Heater 1.5GPM E0800 Red","Contoso, Ltd","Contoso ","Red","pounds","12.8","131.28","257.5",8,"Home Appliances",804,"Water Heaters"
2115,804031,"Contoso Water Heater 4.3GPM M1250 Yellow","Contoso, Ltd","Contoso ","Yellow","pounds","18.9","403.53","877.5",8,"Home Appliances",804,"Water Heaters"
2116,805001,"Contoso Coffee Maker Super-Auto 12C X1250 Black","Contoso, Ltd","Contoso","Black","pounds","11.6","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2117,805002,"Contoso Coffee Maker Auto 10C M1000 Black","Contoso, Ltd","Contoso","Black","pounds","24.3","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2118,805003,"Contoso Coffee Maker 12C M1000 Black","Contoso, Ltd","Contoso","Black","pounds","26.2","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2119,805004,"Contoso Coffee Maker Auto 5C E0900 Black","Contoso, Ltd","Contoso","Black","pounds","19","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2120,805005,"Contoso Coffee Maker 5C E0900 Black","Contoso, Ltd","Contoso","Black","pounds","30","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2121,805006,"Contoso Coffee Maker 4C E0800 Black","Contoso, Ltd","Contoso","Black","pounds","5.4","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2122,805007,"Contoso Coffee Maker Super-Auto 12C X1250 Silver","Contoso, Ltd","Contoso","Silver","pounds","24.5","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2123,805008,"Contoso Coffee Maker Auto 10C M1000 Silver","Contoso, Ltd","Contoso","Silver","pounds","5","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2124,805009,"Contoso Coffee Maker 12C M1000 Silver","Contoso, Ltd","Contoso","Silver","pounds","14.2","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2125,805010,"Contoso Coffee Maker Auto 5C E0900 Silver","Contoso, Ltd","Contoso","Silver","pounds","120","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2126,805011,"Contoso Coffee Maker 5C E0900 Silver","Contoso, Ltd","Contoso","Silver","pounds","12.4","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2127,805012,"Contoso Coffee Maker 4C E0800 Silver","Contoso, Ltd","Contoso","Silver","pounds","18","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2128,805013,"Contoso Coffee Maker Super-Auto 12C X1250 White","Contoso, Ltd","Contoso","White","pounds","25","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2129,805014,"Contoso Coffee Maker Auto 10C M1000 White","Contoso, Ltd","Contoso","White","pounds","30","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2130,805015,"Contoso Coffee Maker 12C M1000 White","Contoso, Ltd","Contoso","White","pounds","21.5","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2131,805016,"Contoso Coffee Maker Auto 5C E0900 White","Contoso, Ltd","Contoso","White","pounds","30","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2132,805017,"Contoso Coffee Maker 5C E0900 White","Contoso, Ltd","Contoso","White","pounds","23","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2133,805018,"Contoso Coffee Maker 4C E0800 White","Contoso, Ltd","Contoso","White","pounds","25","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2134,805019,"Contoso Coffee Maker Super-Auto 12C X1250 Grey","Contoso, Ltd","Contoso","Grey","pounds","16.2","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2135,805020,"Contoso Coffee Maker Auto 10C M1000 Grey","Contoso, Ltd","Contoso","Grey","pounds","18","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2136,805021,"Contoso Coffee Maker 12C M1000 Grey","Contoso, Ltd","Contoso","Grey","pounds","20.9","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2137,805022,"Contoso Coffee Maker Auto 5C E0900 Grey","Contoso, Ltd","Contoso","Grey","pounds","20","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2138,805023,"Contoso Coffee Maker 5C E0900 Grey","Contoso, Ltd","Contoso","Grey","pounds","14","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2139,805024,"Contoso Coffee Maker 4C E0800 Grey","Contoso, Ltd","Contoso","Grey","pounds","28","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2140,805025,"Adventure Works Coffee Maker Super-Auto 12C X125 Black","Adventure Works","Adventure Works","Black","pounds","26","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2141,805026,"Adventure Works Coffee Maker Auto 10C M100 Black","Adventure Works","Adventure Works","Black","pounds","25","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2142,805027,"Adventure Works Coffee Maker 12C M100 Black","Adventure Works","Adventure Works","Black","pounds","24","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2143,805028,"Adventure Works Coffee Maker Auto 5C E090 Black","Adventure Works","Adventure Works","Black","pounds","26.3","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2144,805029,"Adventure Works Coffee Maker 5C E090 Black","Adventure Works","Adventure Works","Black","pounds","25.4","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2145,805030,"Adventure Works Coffee Maker 4C E080 Black","Adventure Works","Adventure Works","Black","pounds","17.5","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2146,805031,"Adventure Works Coffee Maker Super-Auto 12C X125 Silver","Adventure Works","Adventure Works","Silver","pounds","8.5","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2147,805032,"Adventure Works Coffee Maker Auto 10C M100 Silver","Adventure Works","Adventure Works","Silver","pounds","35.6","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2148,805033,"Adventure Works Coffee Maker 12C M100 Silver","Adventure Works","Adventure Works","Silver","pounds","21.5","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2149,805034,"Adventure Works Coffee Maker Auto 5C E090 Silver","Adventure Works","Adventure Works","Silver","pounds","30","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2150,805035,"Adventure Works Coffee Maker 5C E090 Silver","Adventure Works","Adventure Works","Silver","pounds","23","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2151,805036,"Adventure Works Coffee Maker 4C E080 Silver","Adventure Works","Adventure Works","Silver","pounds","25","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2152,805037,"Adventure Works Coffee Maker Super-Auto 12C X125 White","Adventure Works","Adventure Works","White","pounds","16.2","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2153,805038,"Adventure Works Coffee Maker Auto 10C M100 White","Adventure Works","Adventure Works","White","pounds","18","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2154,805039,"Adventure Works Coffee Maker 12C M100 White","Adventure Works","Adventure Works","White","pounds","20.9","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2155,805040,"Adventure Works Coffee Maker Auto 5C E090 White","Adventure Works","Adventure Works","White","pounds","20","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2156,805041,"Adventure Works Coffee Maker 5C E090 White","Adventure Works","Adventure Works","White","pounds","14","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2157,805042,"Adventure Works Coffee Maker 4C E080 White","Adventure Works","Adventure Works","White","pounds","28","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2158,805043,"Adventure Works Coffee Maker Super-Auto 12C X125 Grey","Adventure Works","Adventure Works","Grey","pounds","26","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2159,805044,"Adventure Works Coffee Maker Auto 10C M100 Grey","Adventure Works","Adventure Works","Grey","pounds","25","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2160,805045,"Adventure Works Coffee Maker 12C M100 Grey","Adventure Works","Adventure Works","Grey","pounds","24","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2161,805046,"Adventure Works Coffee Maker Auto 5C E090 Grey","Adventure Works","Adventure Works","Grey","pounds","25","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2162,805047,"Adventure Works Coffee Maker 5C E090 Grey","Adventure Works","Adventure Works","Grey","pounds","24","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2163,805048,"Adventure Works Coffee Maker 4C E080 Grey","Adventure Works","Adventure Works","Grey","pounds","26.3","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2164,805049,"Fabrikam Coffee Maker Super-Auto 12C X125 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","25.4","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2165,805050,"Fabrikam Coffee Maker Auto 10C M100 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","17.5","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2166,805051,"Fabrikam Coffee Maker 12C M100 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","8.5","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2167,805052,"Fabrikam Coffee Maker Auto 5C E090 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","35.6","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2168,805053,"Fabrikam Coffee Maker 5C E090 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","21.5","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2169,805054,"Fabrikam Coffee Maker 4C E080 Black","Fabrikam, Inc.","Fabrikam","Black","pounds","30","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2170,805055,"Fabrikam Coffee Maker Super-Auto 12C X125 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","23","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2171,805056,"Fabrikam Coffee Maker Auto 10C M100 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","25","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2172,805057,"Fabrikam Coffee Maker 12C M100 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","16.2","204.64","445",8,"Home Appliances",805,"Coffee Machines"
2173,805058,"Fabrikam Coffee Maker Auto 5C E090 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","18","83.1","163",8,"Home Appliances",805,"Coffee Machines"
2174,805059,"Fabrikam Coffee Maker 5C E090 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","20.9","75.96","149",8,"Home Appliances",805,"Coffee Machines"
2175,805060,"Fabrikam Coffee Maker 4C E080 Silver","Fabrikam, Inc.","Fabrikam","Silver","pounds","28","66.23","129.9",8,"Home Appliances",805,"Coffee Machines"
2176,805061,"Fabrikam Coffee Maker Super-Auto 12C X125 White","Fabrikam, Inc.","Fabrikam","White","pounds","26","546.68","1650",8,"Home Appliances",805,"Coffee Machines"
2177,805062,"Fabrikam Coffee Maker Auto 10C M100 White","Fabrikam, Inc.","Fabrikam","White","pounds","25","343.05","745.99",8,"Home Appliances",805,"Coffee Machines"
2178,805063,"Fabrikam Coffee Maker 12C M100 White","Fabrikam, Inc.","Fabrikam","White","pounds","24","204.64","445",8,"Home Appliances",805,"Coffee Machines"
